,date,pairA,pairB,npiA,npiB
0,2017-01-01 00:00:00,8.2656641625,0.005935845,-1.0396528920277472,-0.629359364166102
1,2017-01-01 02:00:00,8.512353006814925,0.0059457623783499,-1.0388869043249673,-0.629317168057031
2,2017-01-01 04:00:00,8.315919001293299,0.0059509650009255,-1.0394968469150152,-0.6292950321233284
3,2017-01-01 06:00:00,8.392751921999999,0.005981004,-1.0392582748280064,-0.6291672232572537
4,2017-01-01 08:00:00,8.274042547158793,0.0059373280551816,-1.0396268765034715,-0.6293530541156035
5,2017-01-01 10:00:00,8.268707673289018,0.0059834914494884,-1.039643441694295,-0.6291566397455415
6,2017-01-01 12:00:00,8.323574999914634,0.0059767499999387,-1.039473074454559,-0.6291853230255839
7,2017-01-01 14:00:00,8.410926760265902,0.0059826335659558,-1.0392018405670638,-0.6291602898379183
8,2017-01-01 16:00:00,8.298373810226758,0.0059955899922918,-1.0395513260733136,-0.6291051632954433
9,2017-01-01 18:00:00,8.311525803893684,0.0060681790072233,-1.0395104881284771,-0.6287963141335633
10,2017-01-01 20:00:00,8.160500976430795,0.0060460599973556,-1.0399794317524675,-0.6288904253109322
11,2017-01-01 22:00:00,8.194790046524,0.0059162386677344,-1.0398729615709557,-0.6294427844920767
12,2017-01-02 00:00:00,8.18307766123512,0.0059128376520064,-1.0399093294218262,-0.6294572550129693
13,2017-01-02 02:00:00,8.175639347409676,0.0059463099908428,-1.0399324259543652,-0.629314838094851
14,2017-01-02 04:00:00,8.18833213808974,0.0060278464370124,-1.0398930138698752,-0.6289679197204122
15,2017-01-02 06:00:00,8.21263551755524,0.0060422313670322,-1.0398175500204325,-0.6289067152312136
16,2017-01-02 08:00:00,8.19015247962924,0.005965931018034001,-1.039887361570364,-0.629231355245429
17,2017-01-02 10:00:00,8.127433665,0.006087315,-1.0400821082800191,-0.6287148949913363
18,2017-01-02 12:00:00,8.167505734359036,0.005970964039739899,-1.0399576814441027,-0.6292099409234815
19,2017-01-02 14:00:00,8.322698280000001,0.00604464,-1.0394757967368546,-0.6288964670652331
20,2017-01-02 16:00:00,8.427547242038637,0.0060547949978724,-1.0391502327017483,-0.6288532599410595
21,2017-01-02 18:00:00,8.290593940074238,0.0059096382104903,-1.039575483164335,-0.6294708678830664
22,2017-01-02 20:00:00,8.409369599999998,0.00595962,-1.0392066756686196,-0.6292582071407501
23,2017-01-02 22:00:00,8.376669126247565,0.005910200004408001,-1.039308213137162,-0.629468477582264
24,2017-01-03 00:00:00,8.33090178508794,0.006008079490939999,-1.0394503242270032,-0.629052023420306
25,2017-01-03 02:00:00,8.343543231940048,0.0060029853941944,-1.0394110715690204,-0.6290736976021627
26,2017-01-03 04:00:00,8.436216580745814,0.0059871825757575,-1.0391233137429308,-0.6291409348726253
27,2017-01-03 06:00:00,8.52913382568998,0.006001128026518799,-1.0388347986007032,-0.6290816002641625
28,2017-01-03 08:00:00,8.50048035379907,0.00591483609016,-1.038923769819371,-0.6294487521293114
29,2017-01-03 10:00:00,8.5542668848,0.0059389607999999995,-1.0387567585325965,-0.6293461071709562
30,2017-01-03 12:00:00,8.644386098484889,0.005906256000057999,-1.0384769314911324,-0.6294852583918548
31,2017-01-03 14:00:00,9.33228190177262,0.0056909993204623,-1.0363409624829854,-0.6304011248648319
32,2017-01-03 16:00:00,9.47274,0.005722199999999999,-1.035904829360319,-0.630268373321993
33,2017-01-03 18:00:00,9.8492624998075,0.0059044409998846,-1.0347356982410199,-0.6294929807901115
34,2017-01-03 20:00:00,9.593230300313351,0.005869594499885801,-1.0355306977752423,-0.6296412444403241
35,2017-01-03 22:00:00,9.624288,0.005963324999999999,-1.0354342612456429,-0.6292424432383767
36,2017-01-04 00:00:00,9.64586793143968,0.005840923487895999,-1.0353672539103271,-0.6297632328435508
37,2017-01-04 02:00:00,10.346836915853153,0.0058936880734644,-1.0331906916763034,-0.6295387319594278
38,2017-01-04 04:00:00,10.380470767244107,0.0058639611186034,-1.0330862559989051,-0.6296652131508688
39,2017-01-04 06:00:00,10.332239290638404,0.0059059451118942,-1.0332360184175078,-0.6294865811477692
40,2017-01-04 08:00:00,10.687345567141351,0.006061431325194,-1.0321333863072615,-0.6288250239313385
41,2017-01-04 10:00:00,10.62613079891771,0.0061019999993785,-1.0323234628379534,-0.6286524137776908
42,2017-01-04 12:00:00,10.680034005870318,0.006413711751834399,-1.0321560892634378,-0.6273261536874418
43,2017-01-04 14:00:00,10.71960975,0.00621049,-1.0320332035552662,-0.6281908143773417
44,2017-01-04 16:00:00,10.69307404806706,0.006211509525329399,-1.0321155989364668,-0.6281864765371906
45,2017-01-04 18:00:00,10.736824,0.0062496,-1.0319797519942553,-0.6280244105387923
46,2017-01-04 20:00:00,10.6838055,0.00594585,-1.0321443784861124,-0.629316795247547
47,2017-01-04 22:00:00,11.070319999999999,0.0060208,-1.0309442214430637,-0.6289979006502757
48,2017-01-05 00:00:00,11.4932766397018,0.0061192342000542,-1.0296309087729247,-0.6285790863129307
49,2017-01-05 02:00:00,11.388817478653294,0.0062007110155615,-1.029955262446185,-0.6282324216529154
50,2017-01-05 04:00:00,11.41107,0.006125749999999999,-1.029886166667838,-0.6285513631188063
51,2017-01-05 06:00:00,11.356201113950725,0.0061688634573596,-1.0300565387497038,-0.6283679255121131
52,2017-01-05 08:00:00,10.141802990095046,0.005804480000054399,-1.0338273376755156,-0.6299182913009013
53,2017-01-05 10:00:00,10.5499763549496,0.0059990061626184,-1.0325599282028695,-0.629090628295303
