,date,pairA,pairB,npiA,npiB,spread
1463,2017-05-02 22:00:00,0.4102036354100001,92.99591154186001,-0.49196428454621577,-0.7544534339568464,0.2624891494106306
1464,2017-05-03 00:00:00,0.4127003999662572,91.83830459249121,-0.48821542563398446,-0.7582114195347968,0.2699959939008123
1465,2017-05-03 02:00:00,0.4073627810974101,92.40727177051252,-0.4962297896702028,-0.7563643587077198,0.26013456903751697
1466,2017-05-03 04:00:00,0.39836712,91.1766208,-0.5097366556628029,-0.7603594700027915,0.25062281433998856
1467,2017-05-03 06:00:00,0.3946139794659456,95.21313251661336,-0.5153719464653281,-0.7472555811357351,0.23188363467040696
1468,2017-05-03 08:00:00,0.4207691916826029,94.82753767830158,-0.4761002417409117,-0.748507353027825,0.2724071112869133
1469,2017-05-03 10:00:00,0.39584858399306494,93.9697857403086,-0.5135182041198701,-0.7512919073311611,0.237773703211291
1470,2017-05-03 12:00:00,0.40072358355744,93.61258342256927,-0.5061984568420458,-0.7524515074520888,0.246253050610043
1471,2017-05-03 14:00:00,0.39553046,96.80512388,-0.5139958630819886,-0.7420874361214963,0.22809157303950767
1472,2017-05-03 16:00:00,0.408736,95.200144,-0.49416791967588664,-0.7472977462748945,0.2531298265990079
1473,2017-05-03 18:00:00,0.40039632,96.00656,-0.5066898387390223,-0.7446798458731383,0.237990007134116
1474,2017-05-03 20:00:00,0.4065893999949492,96.64565959879944,-0.4973910111523189,-0.7426051113732531,0.24521410022093426
1475,2017-05-03 22:00:00,0.4083479550050549,97.7952719394106,-0.49475056409624296,-0.7388730790123501,0.24412251491610715
1476,2017-05-04 00:00:00,0.4089723733820356,99.03630747323092,-0.4938130081734633,-0.7348442558955196,0.2410312477220563
1477,2017-05-04 02:00:00,0.410426460066313,98.483040015912,-0.4916297162760158,-0.7366403500935438,0.24501063381752797
1478,2017-05-04 04:00:00,0.4080563615468992,98.8537495455018,-0.49518838781158514,-0.7354369009724351,0.24024851316084994
1479,2017-05-04 06:00:00,0.4100788747499999,99.1104354935,-0.49215161102478405,-0.7346036111488332,0.24245200012404916
1480,2017-05-04 08:00:00,0.41147288,98.55916336,-0.4900585306051411,-0.7363932278476173,0.2463346972424762
1481,2017-05-04 10:00:00,0.4132151038556182,100.46188916815376,-0.4874426045612263,-0.7302163332205294,0.24277372865930308
1482,2017-05-04 12:00:00,0.4187725499692643,100.061836492656,-0.47909817282849626,-0.7315150401657156,0.2524168673372193
1483,2017-05-04 14:00:00,0.40424735,100.6424835,-0.5009075681999,-0.7296300626431906,0.22872249444329062
1484,2017-05-04 16:00:00,0.4068372,100.94842114,-0.4970189427267809,-0.7286368850888411,0.23161794236206018
1485,2017-05-04 18:00:00,0.39433011,98.21194075,-0.5157981727086691,-0.7375204304455543,0.22172225773688514
1486,2017-05-04 20:00:00,0.3931117,97.32862095,-0.5176275991861498,-0.7403879867183703,0.2227603875322205
1487,2017-05-04 22:00:00,0.4071175744343046,97.09512763523136,-0.4965979642271581,-0.7411459853723408,0.2445480211451827
1488,2017-05-05 00:00:00,0.4186129674599158,98.78865008688636,-0.47933778385265474,-0.7356482359395778,0.2563104520869231
1489,2017-05-05 02:00:00,0.4081449479359168,99.57096781489136,-0.4950553765217786,-0.7331085667186729,0.23805319019689425
1490,2017-05-05 04:00:00,0.41869906060089795,99.68788739254406,-0.479208516141751,-0.7327290060337285,0.2535204898919775
1491,2017-05-05 06:00:00,0.41536992,99.4446,-0.48420717666040913,-0.7335187995927394,0.24931162293233022
1492,2017-05-05 08:00:00,0.41179628,108.24008762,-0.48957294978848886,-0.7049656575741776,0.21539270778568875
1493,2017-05-05 10:00:00,0.4426347552991936,102.53705068688976,-0.44326938757422985,-0.7234796536734864,0.2802102660992566
1494,2017-05-05 12:00:00,0.43376355747886,104.6904163668866,-0.456589373604783,-0.7164890968407946,0.2598997232360116
