,date,pairA,pairB,npiA,npiB,spread
2468,2017-07-25 16:00:00,19.25342575744539,0.018295557373236,-0.01054537393981039,-0.5038858092920345,0.49334043535222416
2469,2017-07-25 18:00:00,18.323502933648307,0.017420902500141004,-0.07533776946505598,-0.5089558392184647,0.43361806975340866
2470,2017-07-25 20:00:00,18.7030005,0.0183855,-0.04889626723422942,-0.5033644472972838,0.4544681800630544
2471,2017-07-25 22:00:00,18.706139996209203,0.0185521799962404,-0.048677522758955705,-0.5023982689850477,0.453720746226092
2472,2017-07-26 00:00:00,19.252243300000004,0.01879044,-0.010627761691280489,-0.5010171695520129,0.49038940786073243
2473,2017-07-26 02:00:00,18.436399383634495,0.0182539852473132,-0.0674717065470247,-0.5041267865380517,0.43665507999102693
2474,2017-07-26 04:00:00,17.900737342436482,0.017953486513264998,-0.10479397238780296,-0.5058686593856672,0.4010746869978642
2475,2017-07-26 06:00:00,17.955106615783187,0.0181112759997813,-0.10100579193567055,-0.5049540158578917,0.40394822392222113
2476,2017-07-26 08:00:00,18.3529027975,0.01844638108,-0.07328933323107989,-0.503011543646886,0.42972221041580616
2477,2017-07-26 10:00:00,18.73277067412693,0.0191401905446475,-0.0468220296227562,-0.4989898033499894,0.45216777372723316
2478,2017-07-26 12:00:00,18.326610795852627,0.0188529001998484,-0.07512122908984714,-0.5006551123655919,0.42553388327574476
2479,2017-07-26 14:00:00,17.82067653024,0.018088424159999998,-0.11037221143857259,-0.5050864789757786,0.39471426753720606
2480,2017-07-26 16:00:00,18.300644307236656,0.0181277392628508,-0.07693044482017844,-0.5048585848038649,0.4279281399836865
2481,2017-07-26 18:00:00,18.2077245405388,0.0183560822565666,-0.08340463184079386,-0.503534970373486,0.4201303385326922
2482,2017-07-26 20:00:00,17.780877541015638,0.0182844600010444,-0.11314520698760167,-0.5039501363893238,0.3908049294017222
2483,2017-07-26 22:00:00,18.398325429356497,0.0189728933569423,-0.07012451024391346,-0.49995955927814373,0.42983504903423025
2484,2017-07-27 00:00:00,18.67114192,0.01891678,-0.051116014576061734,-0.5002848263151445,0.44916881173908274
2485,2017-07-27 02:00:00,18.601314170873035,0.0188077405920048,-0.05598126470681793,-0.5009168848318252,0.44493562012500726
2486,2017-07-27 04:00:00,18.90317312082136,0.01881240071736,-0.03494923497554753,-0.5008898719199457,0.4659406369443982
2487,2017-07-27 06:00:00,18.273584691173987,0.0185777573994144,-0.07881582423213307,-0.5022500068492938,0.4234341826171607
2488,2017-07-27 08:00:00,18.4153550001435,0.0189415080001476,-0.06893797448221309,-0.5001414878343041,0.43120351335209106
2489,2017-07-27 10:00:00,18.47525232,0.01898512,-0.0647646272541088,-0.499888686242265,0.4351240589881562
2490,2017-07-27 12:00:00,17.993014481371233,0.018812707333647,-0.09836456047232227,-0.5008880945860523,0.40252353411373004
2491,2017-07-27 14:00:00,17.713869377860398,0.0183736719998552,-0.11781400239671604,-0.5034330095571519,0.38561900716043584
2492,2017-07-27 16:00:00,18.15329322,0.018590400000000003,-0.08719713543255526,-0.5021767226713985,0.4149795872388432
2493,2017-07-27 18:00:00,17.881961290479868,0.0185193660642996,-0.10610219426777368,-0.5025884784288652,0.39648628416109155
2494,2017-07-27 20:00:00,17.934847091325445,0.0184584091411394,-0.10241737479849301,-0.5029418217122013,0.40052444691370825
2495,2017-07-27 22:00:00,17.763429886694066,0.018396299986220003,-0.11436087272981355,-0.5033018440293838,0.3889409712995703
