,name,rtn,vol,sr,weight
0,BTC_AMP,-0.1271113988954975,2.212255725217964,-0.057457823454372,0.0072715029688861735
1,BTC_ARDR,0.6517850710685952,2.0795565998208105,0.31342502104763953,0.022357102754464217
2,BTC_BCN,1.01465929493364,11.142675230907104,0.09106065409850758,0.009013720063308932
3,BTC_BCY,-0.7140662027983282,2.6857040849411313,-0.2658767236502826,-0.0032669016890762266
4,BTC_BELA,-0.06596154477135295,2.60762563969454,-0.025295634376060114,0.008732239577092755
5,BTC_BLK,0.002407196546402885,2.3925389081881754,0.0010061263949207035,0.009799243666746532
6,BTC_BTCD,0.4962774148068461,2.955300273616528,0.1679279155615311,0.018558109925805803
7,BTC_BTM,0.05649327321308089,3.322676077429716,0.017002341455078503,0.010054557783318768
8,BTC_BTS,0.7565847115447831,2.176447692950257,0.3476236594131991,0.023161826359001336
9,BTC_BURST,0.8102202767866574,2.6463060422530083,0.30617028561702303,0.024200914287115058
10,BTC_CLAM,-0.38297272828896517,2.4537980734266522,-0.15607344892652708,0.0021168067273097425
11,BTC_DASH,0.8043908898689209,1.4127985283948243,0.5693599431922142,0.026463841620476214
12,BTC_DCR,1.3886701236038959,2.471912363032213,0.5617796748669764,0.03606389562954176
13,BTC_DGB,1.3294871755621975,3.3089401156422555,0.4017864116903633,0.03080985411088488
14,BTC_DOGE,0.3032597653074228,6.231911807061993,0.0486623968207909,0.009432534480849747
15,BTC_EMC2,1.7628250370363405,3.124050751079872,0.5642754159569896,0.04008840349715025
16,BTC_ETC,0.23048531286264554,1.2966403597280434,0.1777557756346466,0.01437917572976114
17,BTC_ETH,1.1422997770333843,1.1500481435750742,0.9932625720192868,0.033481136876962726
18,BTC_EXP,0.10552756423173251,2.43514992885133,0.043335140469773985,0.011798580420172535
19,BTC_FCT,-0.04256325341917156,1.9318808011057251,-0.02203202878501106,0.008464174066029164
20,BTC_FLDC,0.34472160969521076,2.79900635196796,0.12315856641512786,0.01564110438192137
21,BTC_FLO,0.7112834742646403,2.827579215601498,0.25155209457618405,0.022402704377793688
22,BTC_GAME,-0.12529844953527014,2.192576236473963,-0.05714667861983739,0.007238356943172076
23,BTC_GRC,-0.20058512918715002,2.519238285582874,-0.07962134044050574,0.006271217013505812
24,BTC_HUC,0.1449526245729929,3.2161182112324194,0.04507067683853789,0.011705512437352421
25,BTC_LBC,0.5317857144852234,2.818972192493579,0.18864525017354697,0.01828843876493616
26,BTC_LSK,1.3052085727720635,2.2488945405781955,0.5803778475252519,0.034104400705634925
27,BTC_LTC,0.8131301147312294,1.2512767373103446,0.6498403514470157,0.0266554635720145
28,BTC_MAID,-0.6080852864377118,1.758007411015103,-0.34589460921930537,-0.002296740153349077
29,BTC_NAV,0.652333602113349,2.57619852043894,0.2532155798312478,0.021399264398254726
30,BTC_NEOS,0.9224416936445269,2.9938848624798453,0.3081086067152446,0.026024894036221633
31,BTC_NMC,-0.10282659345237784,2.4449029073817425,-0.042057536576164206,0.008158986054534103
32,BTC_NXC,0.019290125291979883,2.6220926351563034,0.00735676727562678,0.010271963919087726
33,BTC_NXT,0.5374273413879516,2.048596855321816,0.2623392396565632,0.01965363854755757
34,BTC_OMNI,0.11250073642828162,3.042963723886661,0.03697077804285775,0.01155553011209185
35,BTC_PINK,0.853029855412575,2.7488943009609925,0.31031744476837914,0.025264510597369925
36,BTC_POT,-0.07138344971650187,2.275293885874997,-0.03137328771445731,0.008795914299429353
37,BTC_PPC,-0.04660686081046242,2.226778463835589,-0.0209301740462241,0.009281852455310005
38,BTC_RADS,0.2724822199524691,2.8399601735540614,0.09594578913107497,0.014346826242749959
39,BTC_REP,0.013410464599511009,1.9522950379965527,0.006869076824204216,0.009938470657429132
40,BTC_RIC,0.08160517080833664,3.5861854152913804,0.022755424318099893,0.010170055046767736
41,BTC_SBD,-0.8272025048231374,2.986308439319001,-0.2769983481718898,-0.005523818080567707
42,BTC_SC,1.0108713735538626,3.217787378813071,0.3141510779145195,0.025677607569232666
43,BTC_STEEM,0.12815062110857534,2.377484272559043,0.05390177448813926,0.011483188981014827
44,BTC_STR,1.3639810440002447,2.300586478997107,0.5928840565014726,0.034227739803062575
45,BTC_STRAT,1.1720324920693188,2.217412038528058,0.5285587304952699,0.03151295889392003
46,BTC_SYS,0.9164751434073198,2.2854957931103463,0.4009962066743001,0.026678185116142675
47,BTC_VIA,0.9188395236551025,2.8872739898243562,0.3182377311240209,0.025797220596588
48,BTC_VRC,0.6254949013797726,2.869257539474222,0.2179988700123418,0.02087803829204811
49,BTC_VTC,1.1173828371412364,2.90788178428121,0.38426006283382624,0.028905130288451476
50,BTC_XBC,0.7218918494827068,3.649836498098194,0.19778744879636667,0.02104962831795638
51,BTC_XCP,-0.09856039467929462,2.437231844383161,-0.04043948256561504,0.008113512052605827
52,BTC_XEM,1.2177304388633172,2.083878458798515,0.5843577074861718,0.032711648362698506
53,BTC_XMR,0.30339411205767974,1.2381394022743375,0.24504034965721572,0.016457246299570696
54,BTC_XPM,0.2905477510524492,2.940784039660939,0.09879941781986419,0.014627950758523613
55,BTC_XRP,1.3739962286986551,1.9477557339670015,0.7054253286166596,0.03600090501454493
56,BTC_XVC,0.013538694024304037,3.077304635431853,0.004399529987515872,0.00959657845454912
57,BTC_ZEC,-0.29914251305724615,1.4381594420246842,-0.20800371941799745,0.003953196014075574
58,maxSR,0.7927095385743075,0.0289857852644826,27.34821676698354,0.0
