,dtail
0,-0.2527689839633102
1,-0.22760122759573037
2,-0.21946612354766254
3,-0.15190572499586835
4,-0.12348370791162039
5,-0.11987930408549752
6,-0.14100622321764236
7,-0.14522852738055034
8,-0.13216758486403798
9,-0.10598675385774146
10,-0.09929400173923326
11,-0.08716474068351182
12,-0.09523375772410012
13,-0.07865788901175978
14,-0.07361186884674974
15,-0.06790031775862851
16,-0.032392486243672344
17,-0.03502678245802565
18,-0.03244678771559535
19,-0.0688089053919013
20,-0.08668207482430353
21,-0.09208488781261742
22,-0.0624952191903289
23,-0.06789697279189028
24,-0.08760972257225166
25,-0.07571457185031327
26,-0.08699672434255569
27,-0.07908701507861027
28,-0.15206195213854679
29,-0.14463709327926358
30,-0.059164291568042426
31,-0.0738683014641312
32,-0.06595771888223771
33,-0.05664821123247027
34,-0.04139320951228563
35,-0.07610042984067547
36,-0.07229206517211051
37,-0.05381781390871947
38,-0.05441776200831806
39,-0.09639189035493025
40,-0.09488757390904105
41,-0.09571750879026016
42,-0.07353393423885879
43,-0.07611337173467025
44,-0.06183007451698247
45,-0.06432533400544302
46,-0.04652316922507443
47,-0.05948714679816785
48,-0.06785159319445053
49,-0.06789783970472948
50,-0.05826698908156837
51,-0.07237413191755282
52,-0.07321650902535973
53,-0.07936329819297663
54,-0.07644070216186516
55,-0.08196053559413874
56,-0.07657981707593654
57,-0.094924358649293
58,-0.07841879529819408
59,-0.07937836895841507
60,-0.09123702560246894
61,-0.10145014844456461
62,-0.09685361219034806
63,-0.12228852436676485
64,-0.09753882668326899
65,-0.09598136392010387
66,-0.09083341733754577
67,-0.07187410614523825
68,-0.0647969131870161
69,-0.11081101808345592
70,-0.1851348288450063
71,-0.1209501808233596
72,-0.1901361124801976
73,-0.14893875842793536
74,-0.14580154414423585
75,-0.14883115026078736
76,-0.13442690882182778
77,-0.13242051444979663
78,-0.12779666522511
79,-0.13940153240332798
80,-0.1491438534172957
81,-0.18515907786153063
82,-0.14921910422066575
83,-0.23636468168853184
84,-0.2691899319490086
85,-0.20947078159003782
86,-0.25572726779424676
87,-0.25030927459165936
88,-0.243049142490491
89,-0.20295880779726522
90,-0.21082703119084736
91,-0.21324747981017347
92,-0.21331375780520875
93,-0.18746259870702991
94,-0.22719575849695212
95,-0.17860504197244972
96,-0.1937322005800886
97,-0.19499401648543513
98,-0.19508830510124053
99,-0.14472015275996625
100,-0.17052626205585353
101,-0.17556942942935944
102,-0.17734877158991036
103,-0.17635124692427268
104,-0.17954452252028624
105,-0.1873327305908744
106,-0.18468901445040387
107,-0.18662093802366947
108,-0.19197990024689637
109,-0.19556386533429043
