,dtail
0,0.31990723450252134
1,0.3431358515990817
2,0.3447108100858694
3,0.3526720181896861
4,0.44391978185691244
5,0.4529651592918552
6,0.3609880948328491
7,0.35130552397765363
8,0.2781293911007158
9,0.31817346989915085
10,0.29803074573039645
11,0.25224049890714706
12,0.25133832303322795
13,0.17349800706596377
14,0.22325851251418666
15,0.1344552847988199
16,0.08733669005745305
17,0.11562673431126799
18,0.14070984756310265
19,0.1749548259035819
20,0.16908567276955228
21,0.1926514195582914
22,0.17930891416216377
23,0.13116885054416055
24,0.14242853739067385
25,0.15373140002925395
26,0.16775747401136037
27,0.09020917984334925
28,0.13247455824673288
29,0.12644988721022618
30,0.14821585443025204
31,0.10732120961791415
32,0.1156255937081542
33,0.14870476136886673
34,0.17012258730215368
35,0.16236770941388223
36,0.178443878691239
37,0.17733333966887987
38,0.18491173634630487
39,0.19657355933859005
40,0.18828505651860006
41,0.19743075205893046
42,0.22053193927826986
43,0.21674379349475198
44,0.23637020107924808
45,0.175148524791835
46,0.119484279608916
47,0.13446241496461278
48,0.1688768815994189
49,0.1456172766008677
50,0.1298662311354575
51,0.133789422631604
52,0.14666351758003487
53,0.15055203495590405
54,0.18033352291278676
55,0.1730579506774692
56,0.19051810575961034
57,0.10597249680966978
58,0.10228276883572898
59,0.06535982215148889
60,0.07703813308007648
61,0.0678294346686083
62,0.12499687998449908
63,0.1164594073387037
64,0.1212948839959836
65,0.11249398573719076
66,0.12321777959283498
67,0.10869242659095961
68,0.13336105469794543
69,0.1547964125713809
70,0.20551784283973862
71,0.23759908094818277
72,0.26769301636217196
73,0.2852155455891672
74,0.3042716811160506
75,0.21989478775506643
76,0.2938393972286864
77,0.24204040539540234
78,0.1779195005900691
79,0.2166511391524941
80,0.23094940403131575
81,0.23152884456091397
82,0.25002722078535755
83,0.25815405719914003
84,0.2938295066961909
85,0.31264267559808656
86,0.3861624550553199
87,0.3477969682929847
88,0.34689942624090264
89,0.35437639789152525
90,0.3202175330213592
91,0.3501278002633196
92,0.3472673436628787
93,0.36818759104570065
94,0.37199668824894616
95,0.35202771352017737
96,0.3658083739088147
97,0.3589010001992975
98,0.35591097925443665
99,0.3698012422377013
100,0.36724471468659403
101,0.37104489549284236
102,0.37219746943098414
103,0.3760710814089519
104,0.3781899855260431
105,0.3784617877532424
106,0.3808389206479986
107,0.38168231385981843
108,0.38241383211213026
109,0.38354713116814565
