,dtail
0,0.34292062433604864
1,0.3859112139635247
2,0.33181470468139707
3,0.3105305988512962
4,0.2791952639566088
5,0.3144477155326125
6,0.2978118496763175
7,0.2857297141051858
8,0.2820758404944146
9,0.2780297250939885
10,0.2799175436825641
11,0.25708707416530924
12,0.24003564087103946
13,0.23672676228747547
14,0.24870187399175162
15,0.21878755474741957
16,0.24762081960301388
17,0.20725596245507244
18,0.20355752894814239
19,0.21765896847199592
20,0.25393592260462655
21,0.24024145082143988
22,0.22266283622333077
23,0.18984030308046085
24,0.19407566903947943
25,0.24193443910997797
26,0.1947055841934568
27,0.21814347616521587
28,0.24020604125836992
29,0.2553651954383113
30,0.25645095371139986
31,0.2596126333569589
32,0.2571532615751608
33,0.27720252461996125
34,0.2811145288717757
35,0.2497598963586493
36,0.29018895482938495
37,0.2879116467954146
38,0.23988688602192665
39,0.23363905367985044
40,0.2028222393627308
41,0.19908039522981305
42,0.20007821412857915
43,0.20395375547386002
44,0.23704782269536967
45,0.19306929350849503
46,0.19555877900269025
47,0.20021958289609165
48,0.19415942267450687
49,0.20127583298120144
50,0.19453378753864375
51,0.1569783628910446
52,0.15967708372539613
53,0.19147413540192565
54,0.1610462868022925
55,0.13132777034224863
56,0.1396954208661071
57,0.11094580760079845
58,0.07478631154497978
59,0.11320616316279268
60,0.10313485807069579
61,0.2083380689666402
62,0.16462010401402868
63,0.2016595533226368
64,0.2055866089846169
65,0.24200088417372978
66,0.23864370603816465
67,0.19995810254421853
68,0.23881487978049606
69,0.21896040310076892
70,0.2461756853181693
71,0.19366418907013694
72,0.22047519632338958
73,0.2219538731836425
74,0.2290844690240968
75,0.20981992008689615
76,0.21488483973986366
77,0.18363973492825653
78,0.223437721015677
79,0.2559928654444917
80,0.25862065792633626
81,0.2601736324170421
82,0.24594408715993837
83,0.23083642594829454
84,0.23096025536435613
85,0.2666603788857152
86,0.2621011473921539
87,0.2696423963928355
88,0.23835296094394037
89,0.3133876066588363
90,0.3023688586141999
91,0.28114272088097253
92,0.3033306155702486
93,0.3097273441941257
94,0.3041399978474804
95,0.2374389363532521
96,0.26421661142124364
97,0.24598260876708639
98,0.2450421324969153
99,0.2785500401474026
100,0.26221537422558533
101,0.26828217219065137
102,0.2576201403555334
103,0.25246616072298017
104,0.25807426153972135
105,0.2610484521668206
106,0.266513443000836
107,0.26864648663904145
108,0.26865063808061745
109,0.26794268466382076
