,dtail
0,0.32905210618047714
1,0.32867096439953697
2,0.33724276341091886
3,0.31152447580059456
4,0.4239973308854212
5,0.4352723531195718
6,0.32140911704289066
7,0.3516027570109006
8,0.2951780953000595
9,0.3284700318972286
10,0.3387295097060188
11,0.29043270061929766
12,0.28666408224922124
13,0.17246034312399303
14,0.20082670577805162
15,0.1231255660018537
16,0.10131792746330186
17,0.13148068663753398
18,0.1569776495823143
19,0.14951134877917494
20,0.17940180411897716
21,0.1429561337019674
22,0.1458524508628194
23,0.10595291205147273
24,0.08601150471790375
25,0.09884187541319076
26,0.11985125527863752
27,0.08358300077606814
28,0.1096016735816677
29,0.08180832835519089
30,0.10664630719362335
31,0.08233548196257405
32,0.11676571332817484
33,0.12746814616928134
34,0.152725349823369
35,0.123928817185861
36,0.11650266942689708
37,0.1018647905413316
38,0.09911757074690788
39,0.12899169487544393
40,0.11713533624913408
41,0.12727096928837714
42,0.1366831551169697
43,0.1488115777986841
44,0.1754487046485984
45,0.11784011040932682
46,0.050085712629958305
47,0.09990950230166337
48,0.07224449898194396
49,0.028541783479191583
50,0.020199431411625834
51,-0.0303317952182513
52,0.0106922928707546
53,0.010201885530211563
54,0.007168818562665158
55,0.017882308615280812
56,0.01572385021317549
57,-0.005710250560315072
58,-0.056544853570366066
59,-0.05678064753679943
60,-0.07460862566174323
61,-0.05156876938252698
62,0.05968728576455298
63,0.0010651158469854038
64,-0.004243564665818017
65,-0.035757592281021024
66,0.003780981249604784
67,-0.0270267432106948
68,0.016221825867293663
69,0.029111284071431924
70,0.06322171410717556
71,0.1557196908198203
72,0.13708398103721478
73,0.14401467867065187
74,0.1216731259422215
75,0.05687400262141474
76,0.12573935468675254
77,0.10902645235865163
78,0.06572172200542692
79,0.07119696642864179
80,0.102135183593095
81,0.12434747493752565
82,0.12481059753667745
83,0.11019389098774478
84,0.1725224745150971
85,0.16774613570959915
86,0.22325124852678135
87,0.21290219876810962
88,0.2176917462046128
89,0.22820543463238957
90,0.2153153589193315
91,0.2293369283053706
92,0.21389838779572912
93,0.24490786929816002
94,0.17094840834653383
95,0.17073098139271328
96,0.18790776385757732
97,0.17278448336038557
98,0.147247681391668
99,0.17540614950341313
100,0.16151992010405597
101,0.16022064907276348
102,0.1723575269698024
103,0.16646991377987186
104,0.16635567609061033
105,0.1745053885578359
106,0.1735122482357466
107,0.17288457720668712
108,0.1796809200608036
109,0.1784674986852963
