,dtail
0,0.1840039784359648
1,0.2405553859514541
2,0.20320788329974845
3,0.18622383701907874
4,0.14974411284756234
5,0.18993675152386236
6,0.17838091698649952
7,0.19510411524950222
8,0.21072147976773453
9,0.21168472206516303
10,0.2105038793901458
11,0.21873947119670742
12,0.15053690438163117
13,0.19906667217561866
14,0.17763094887496977
15,0.14502726625556364
16,0.225784877616085
17,0.23142218383615887
18,0.2378626766787066
19,0.22210849422416362
20,0.24203150768496673
21,0.22527422731510455
22,0.2313161437021398
23,0.1936540309512943
24,0.17281711499853894
25,0.21018887539662162
26,0.18816719955804223
27,0.24759996414036717
28,0.27964303699400284
29,0.277610737975474
30,0.2641542770302999
31,0.2656405918094335
32,0.30133663709435893
33,0.2623561383057074
34,0.28667853905786994
35,0.2536927040987481
36,0.28557401632558027
37,0.29569959953694924
38,0.2529376481874148
39,0.23985094458000245
40,0.20688635026200408
41,0.20665401558730245
42,0.20661096205388413
43,0.20303026912854516
44,0.22461871100730607
45,0.18640414821826895
46,0.19748278625636895
47,0.1855758681195172
48,0.15451727012357164
49,0.1297772925348894
50,0.1541525068623995
51,0.15396949994577933
52,0.1625580853301305
53,0.21332718884383411
54,0.15932759112980066
55,0.08069303534598399
56,0.07164115008939868
57,0.10090106394947698
58,0.13166052355413407
59,0.15842209688981773
60,0.15180404398861796
61,0.19503513794194072
62,0.15489908024810958
63,0.21258357239968081
64,0.21995396310353865
65,0.2546545801870763
66,0.19982331780759421
67,0.18149297693385197
68,0.2130039564389899
69,0.17789287539319765
70,0.16685374294636396
71,0.1730452120195608
72,0.1591783174848801
73,0.1786013234317837
74,0.16326593512526122
75,0.1956588264906925
76,0.18693821188017617
77,0.14929518078980636
78,0.19845468830805701
79,0.25403670309640264
80,0.2589430853860162
81,0.26841182309575257
82,0.2538782358731014
83,0.19678637508524033
84,0.19379145774153753
85,0.23549155479086342
86,0.1649105304486318
87,0.17785150746100842
88,0.14424420298283797
89,0.20589701085720932
90,0.23475277553377677
91,0.18239693775979182
92,0.19188781396472998
93,0.18812154068932474
94,0.18934410236922916
95,0.1483969871253163
96,0.1562319447108198
97,0.10549968944500979
98,0.1231229068148838
99,0.1645715154221863
100,0.15582546086173366
101,0.1632154185481937
102,0.15843248909627694
103,0.15799729964027515
104,0.15910730376661397
105,0.15262779805386956
106,0.1586018033814106
107,0.15501977254428373
108,0.15508819706378332
109,0.1584314772733142
