,dtail
0,-0.897303870139317
1,-0.9430233863517823
2,-0.9414642483399772
3,-0.8902125315508225
4,-0.8577194167873039
5,-0.8491111537278324
6,-0.8820171799529597
7,-0.8620240357097473
8,-0.8231540190163382
9,-0.785337602260292
10,-0.848581982226929
11,-0.8100957597686975
12,-0.84609771526552
13,-0.8883064970307691
14,-0.8949686377855542
15,-0.8343753420655124
16,-0.782964014510919
17,-0.7485044824291298
18,-0.7733412556081141
19,-0.835343334503145
20,-0.8673323471817715
21,-0.8446643133391145
22,-0.8452587521658828
23,-0.8924167130011432
24,-0.8022589961136561
25,-0.8251385092065713
26,-0.8305483903592303
27,-0.8044510307619767
28,-0.8128623945732345
29,-0.8131267667712071
30,-0.8152209501082787
31,-0.8120116773883415
32,-0.7997267945253903
33,-0.7993271415960173
34,-0.7854454520480308
35,-0.8038048046660959
36,-0.7927393140698815
37,-0.7934264036179873
38,-0.7988410375463084
39,-0.7925784527755981
40,-0.7911125986427103
41,-0.778710922117389
42,-0.7634400531595233
43,-0.76131229254389
44,-0.7381977837509254
45,-0.686594574768749
46,-0.674226282543224
47,-0.7034327190898252
48,-0.7238604497976435
49,-0.7344891219924261
50,-0.7193367243516073
51,-0.6460885409744908
52,-0.5919338044006142
53,-0.6620699673340289
54,-0.6748322408983312
55,-0.6068819946334615
56,-0.6686598109993059
57,-0.670939047542896
58,-0.7087840226618461
59,-0.7142366143154129
60,-0.749976848715171
61,-0.7502161577087695
62,-0.7877310155149164
63,-0.7399004002502788
64,-0.7454951211522618
65,-0.7731329383824187
66,-0.7963068243565925
67,-0.7606265013129674
68,-0.8627414531039111
69,-0.8662825466907695
70,-0.8467045066094148
71,-0.6503849017471173
72,-0.7025881244481131
73,-0.696210323721203
74,-0.6821222056906786
75,-0.7148696987259435
76,-0.664805887555624
77,-0.7030969955628091
78,-0.6869045353122333
79,-0.6358927713627693
80,-0.6932584011452401
81,-0.6980452956023069
82,-0.6922064252582736
83,-0.7660076245248439
84,-0.7017725207098271
85,-0.7508947133223384
86,-0.7192435516947737
87,-0.7588769704120765
88,-0.7457396231504732
89,-0.7499297450994977
90,-0.7210995384142771
91,-0.7350561328834138
92,-0.6863352251899155
93,-0.7037575434311967
94,-0.682886407107915
95,-0.6768637327848347
96,-0.6840845728808612
97,-0.7086446565625633
98,-0.7246615790418924
99,-0.6774246440589358
100,-0.6973739105173231
101,-0.700064789002053
102,-0.6981053774618995
103,-0.6961122900168188
104,-0.6980460768456473
105,-0.6924266830595158
106,-0.6970980579786716
107,-0.6973298457179884
108,-0.6993278231609505
109,-0.696573205284774
