,dtail
0,-0.15109957846813063
1,-0.18619154069192173
2,-0.13664230075419942
3,-0.13108210881148957
4,-0.08662869083519692
5,-0.10682852482886707
6,-0.13249692479663336
7,-0.12358617566480312
8,-0.11039252499218116
9,-0.09028454952783486
10,-0.07649854539556424
11,-0.07810471717144232
12,-0.07926368946183884
13,-0.06252145576341478
14,-0.05889555464187268
15,-0.07498211339981647
16,-0.08384121056075133
17,-0.07667218704222578
18,-0.0914258375938337
19,-0.10706714969951266
20,-0.11371183009445776
21,-0.1247905823915155
22,-0.11354627950943808
23,-0.09525792824474691
24,-0.10109512656542946
25,-0.08002471245715898
26,-0.08562734693311722
27,-0.09220278281694393
28,-0.07986974431632786
29,-0.09142719334402613
30,-0.03664396918363175
31,-0.05852272781543975
32,-0.04711491252925798
33,-0.06472018882726653
34,-0.039079021091304206
35,-0.06761010252376604
36,-0.0759428839527028
37,-0.061115352156094746
38,-0.05548160371569952
39,-0.08729765358791175
40,-0.0752380905493972
41,-0.07854688430873281
42,-0.0661080972033317
43,-0.08633978933471834
44,-0.06364121982959788
45,-0.07981296844060547
46,-0.087720651399396
47,-0.06778597634638543
48,-0.05444686396926855
49,-0.11456156639909071
50,-0.08502312900142658
51,-0.08239331057414356
52,-0.10211357883430956
53,-0.10124216472052913
54,-0.0757221163725535
55,-0.08787501791783311
56,-0.057834789969471105
57,-0.048122038512874804
58,-0.03168104246722182
59,-0.03708694726486743
60,-0.06747360155032983
61,-0.0697266649571974
62,-0.03887647536668364
63,-0.030213823028949968
64,-0.02220396687649287
65,-0.04317526700166835
66,-0.05796919345605284
67,0.00226969233710423
68,-0.011612004352171145
69,-0.10506475729028408
70,-0.05517303276344395
71,-0.045054956245632674
72,-0.05562017461548194
73,-0.03408686450873062
74,-0.03915275979503261
75,-0.06704833417267202
76,-0.0615341038250138
77,-0.052528714006110956
78,-0.038375045383068206
79,-0.04944124684260596
80,-0.07818213517504141
81,-0.07348623031692825
82,-0.06648195605690246
83,-0.08588040645155265
84,-0.11277791082288818
85,-0.1356320830164584
86,-0.12395326045531786
87,-0.18097994533931813
88,-0.1605570219237134
89,-0.14910691784315033
90,-0.1864962038099789
91,-0.14362949652462784
92,-0.1582287308848461
93,-0.13073104680232553
94,-0.15896215643135447
95,-0.11602502909762585
96,-0.1528386005597287
97,-0.15016085641753582
98,-0.14465840542123404
99,-0.09684255184106655
100,-0.13103982936792385
101,-0.10839582122502107
102,-0.13540625472314274
103,-0.1051679731234455
104,-0.1195572942353303
105,-0.108745205868111
106,-0.12660121956305495
107,-0.0986208254838266
108,-0.11821799382755133
109,-0.10088709051617846
