,rtn
2018-03-30,-0.03083955816297771
2018-03-31,0.014980158398166521
2018-04-01,-0.023502880237825242
2018-04-02,0.052971729458715845
2018-04-03,0.0903549513086981
2018-04-04,-0.11168683265217973
2018-04-05,0.0
