,rtn
2018-03-30,-0.020328900244138744
2018-03-31,0.011448154557277566
2018-04-01,-0.02459623399739758
2018-04-02,0.05158154977494369
2018-04-03,0.0869925795989458
2018-04-04,-0.1171377364351896
2018-04-05,0.0
