,rtn
2018-03-25,0.013716353183589398
2018-03-26,-0.06540965202248479
2018-03-27,-0.05483942898911618
2018-03-28,0.010027676949380039
2018-03-29,-0.1532452350001534
2018-03-30,-0.03083955816297771
2018-03-31,0.014980158398166521
