,rtn
2018-03-24,-0.046220369308571395
2018-03-25,0.006736362235435315
2018-03-26,-0.06461295918096202
2018-03-27,-0.05380129570253425
2018-03-28,0.01353485699999705
2018-03-29,-0.15787884891888035
2018-03-30,-0.027005887596234096
