,rtn
2018-03-27,-0.05380129570253425
2018-03-28,0.01353485699999705
2018-03-29,-0.15787884891888035
2018-03-30,-0.027005887596234096
2018-03-31,0.018677773879772316
2018-04-01,-0.022509386968509276
2018-04-02,0.048839441542726646
