,rtn
2018-03-22,-0.023795185754887666
2018-03-23,0.07848315952610252
2018-03-24,-0.07631826221342992
2018-03-25,0.005788060889035355
2018-03-26,-0.07725378863917709
2018-03-27,-0.055812216146771315
2018-03-28,0.009187148583769485
