,rtn
2018-03-24,-0.024159375147351923
2018-03-25,0.013254159390027968
2018-03-26,-0.06878731841837218
2018-03-27,-0.05409679343884807
2018-03-28,0.016663052652122673
2018-03-29,-0.15360134869415637
2018-03-30,-0.035151212201574085
