,rtn
2018-03-22,-0.028257668960165974
2018-03-23,0.04134163435769123
2018-03-24,-0.06225318440230125
2018-03-25,0.007873447202422031
2018-03-26,-0.07920463028709475
2018-03-27,-0.05812149348710686
2018-03-28,0.01872213848206055
