,CoinA,CoinB
0,0.32939871103999785,3.1699984286804965
1,0.33151029910179997,3.1720253317078555
2,0.3376596850313628,3.156962997921537
3,0.3382488999399235,3.2682219994195303
4,0.3601950000046729,3.2683025000424
5,0.3601473216,3.2908369824
6,0.3384858280278648,3.3199183411393256
7,0.333305,3.3166740000000003
8,0.31467852,3.1511232000000002
9,0.3167398039036353,3.1465188561203847
10,0.3208115735959597,3.0394560167617213
11,0.3017008814374548,2.8872342878156427
12,0.2977003774801376,2.826496011576451
13,0.27356695472583,2.723528765617913
14,0.28412359960858397,2.7923536361531816
15,0.26251431959468097,2.7357823479590397
16,0.2475627530413752,2.64599414209035
17,0.2495856207739352,2.614035932787858
18,0.25727029998038603,2.6443199997984
19,0.2684438891535852,2.761733064372579
20,0.27300880000000005,2.78724664
21,0.2755791813937272,2.7320074564092374
22,0.2649510000896253,2.6327430008905823
23,0.25498627609907026,2.647019780277254
24,0.25769699999999995,2.7005166000000003
25,0.262267124020286,2.7000969480225963
26,0.26398392390399994,2.6844422799999994
27,0.24576,2.6046400000000003
28,0.25256582505189,2.619468414109602
29,0.2547520125071553,2.666175112574886
30,0.2611633400003166,2.6891740000032596
31,0.25214904,2.67273072
32,0.2563743948529506,2.6635544534994486
33,0.2659240480166991,2.744332795499948
34,0.2733705179278128,2.7738439307389444
35,0.26864520000000003,2.7413119999999997
36,0.27029099999999995,2.8167482
37,0.267671744054,2.8063842358160005
38,0.2633687863828656,2.7202386597299557
39,0.26286345569700004,2.643116047256
40,0.266909999978517,2.695175999783071
41,0.26699470000000003,2.67280125
42,0.2701875,2.665195
43,0.27204056545169,2.691630543034472
44,0.272474905304448,2.640357065567232
45,0.25539506560383995,2.5539506560384
46,0.239983679761664,2.4955934435215408
47,0.2466576064293005,2.4740193435881426
48,0.23873472,2.41125192
49,0.23933070000000004,2.45696976
50,0.233145,2.4319300000000004
51,0.2234242708,2.350115157408
52,0.2221469571,2.33790521748
53,0.2218446038393592,2.307918008918256
54,0.22405873589224265,2.3416514978361755
55,0.22250544358787,2.301780450909
56,0.22440835017549202,2.334422646884513
57,0.2136192200002813,2.220029960002923
58,0.2004197654922183,2.136950872153329
59,0.19975329,2.2247121
60,0.20013307757234094,2.221439892323456
61,0.2259816193090512,2.471817872340415
62,0.24591799999999997,2.4872240000000003
63,0.23925534214400002,2.44102892002
64,0.23675309971050001,2.3895298170781003
65,0.2421847524140136,2.4852431893203066
66,0.24455075027705506,2.4874423512900448
67,0.237270094,2.435274068
68,0.2463247310074572,2.479424357405461
69,0.2528781031462591,2.5716243685464324
70,0.2625706335856725,2.4982282504730002
71,0.26773483583561003,2.4497363663642995
72,0.2712338600968461,2.46237470087921
73,0.273025,2.51141125
74,0.28020194,2.59664705
75,0.259011634795,2.559271569255
76,0.276698133875218,2.569990840085889
77,0.2677954029133636,2.586540652205008
78,0.2560570713079482,2.5002628650776098
79,0.2590322392121352,2.5495159434783443
80,0.26769840000000006,2.5902504
81,0.2660549500006286,2.5856342500061094
82,0.2687403978023661,2.671835920791046
83,0.2790983996476697,2.69951999659216
84,0.2894106598622316,2.7477904486919664
85,0.29431650390099995,2.824754608214
86,0.30455367220342583,2.692904982523551
87,0.30175630925229124,2.7062927532941954
88,0.3020815140643344,2.7536030836450487
89,0.3056399337806041,2.7629052376928747
90,0.296476,2.6924843
91,0.30304295,2.75585065
92,0.3000404993028144,2.780998110375935
93,0.3029726701893369,2.718015301698571
94,0.30728859999932,2.775448710993858
95,0.29791447535390003,2.72463562162687
96,0.3016965000003409,2.7865995000031494
97,0.3012436801021968,2.784367560944596
98,0.2972722982691136,2.7645967510988894
99,0.307134,2.870661
100,0.307134,2.870661
101,0.304524396007047,2.867140985867423
102,0.3049140030986641,2.8364887824733738
103,0.3052586230613218,2.8618430305040503
104,0.3059828108823419,2.8496285173676257
105,0.30577076848950746,2.8261401824526358
106,0.3068584936561329,2.8746565282780083
107,0.3074285937458297,2.836038004551719
108,0.30795169249023285,2.8487474213997537
109,0.3088092505407878,2.8880915045696676
110,0.309018052647816,2.8680056631285953
