,close,date,high,low,open,volume
0,1.75,2018. 03. 21.,1.77,1.65,1.66,"2,733,890"
1,1.66,2018. 03. 20.,1.73,1.54,1.60,"2,604,610"
2,1.58,2018. 03. 19.,1.64,1.37,1.38,"3,766,160"
3,1.39,2018. 03. 18.,1.49,1.20,1.49,"3,064,900"
4,1.50,2018. 03. 17.,1.62,1.48,1.62,"3,615,700"
5,1.61,2018. 03. 16.,1.66,1.57,1.62,"3,794,970"
6,1.62,2018. 03. 15.,1.63,1.52,1.58,"3,000,830"
7,1.58,2018. 03. 14.,1.76,1.55,1.72,"2,764,920"
8,1.72,2018. 03. 13.,1.81,1.70,1.77,"2,199,740"
9,1.77,2018. 03. 12.,1.87,1.73,1.84,"1,892,480"
10,1.83,2018. 03. 11.,1.88,1.73,1.77,"1,742,250"
11,1.77,2018. 03. 10.,1.92,1.76,1.87,"1,973,150"
12,1.87,2018. 03. 09.,1.87,1.70,1.85,"4,413,590"
13,1.85,2018. 03. 08.,1.93,1.73,1.87,"4,135,560"
14,1.88,2018. 03. 07.,2.16,1.81,2.12,"4,148,770"
15,2.12,2018. 03. 06.,2.31,2.10,2.31,"3,012,900"
16,2.30,2018. 03. 05.,2.36,2.29,2.32,"2,081,650"
17,2.32,2018. 03. 04.,2.33,2.26,2.30,"2,560,440"
18,2.30,2018. 03. 03.,2.40,2.28,2.35,"2,165,790"
19,2.36,2018. 03. 02.,2.44,2.29,2.37,"2,379,310"
20,2.35,2018. 03. 01.,2.48,2.24,2.28,"3,402,770"
21,2.28,2018. 02. 28.,2.61,2.27,2.43,"6,857,090"
22,2.45,2018. 02. 27.,2.64,2.18,2.24,"8,332,700"
23,2.22,2018. 02. 26.,2.25,2.07,2.16,"3,059,990"
24,2.16,2018. 02. 25.,2.27,2.08,2.22,"3,149,650"
25,2.23,2018. 02. 24.,2.37,2.18,2.30,"2,518,140"
26,2.30,2018. 02. 23.,2.41,2.19,2.24,"3,459,750"
27,2.26,2018. 02. 22.,2.52,2.22,2.34,"4,527,210"
28,2.34,2018. 02. 21.,2.54,2.27,2.54,"4,012,920"
29,2.53,2018. 02. 20.,2.76,2.52,2.72,"4,470,310"
30,2.69,2018. 02. 19.,2.85,2.55,2.56,"3,536,050"
31,2.57,2018. 02. 18.,2.74,2.50,2.68,"3,565,100"
32,2.68,2018. 02. 17.,2.73,2.59,2.61,"3,016,070"
33,2.61,2018. 02. 16.,2.66,2.54,2.56,"2,849,720"
34,2.56,2018. 02. 15.,2.68,2.51,2.63,"3,817,200"
35,2.64,2018. 02. 14.,2.64,2.43,2.43,"4,919,220"
36,2.42,2018. 02. 13.,2.62,2.31,2.62,"7,490,450"
37,2.63,2018. 02. 12.,2.72,2.51,2.51,"3,573,810"
38,2.50,2018. 02. 11.,2.76,2.34,2.76,"7,236,360"
39,2.76,2018. 02. 10.,2.99,2.66,2.91,"6,130,930"
40,2.91,2018. 02. 09.,3.04,2.73,2.87,"4,705,450"
41,2.87,2018. 02. 08.,2.95,2.58,2.58,"21,679,800"
42,2.55,2018. 02. 07.,3.44,2.15,2.38,"29,364,300"
43,2.39,2018. 02. 06.,2.40,1.75,2.12,"7,492,040"
44,2.10,2018. 02. 05.,2.57,1.98,2.51,"5,440,170"
45,2.54,2018. 02. 04.,2.91,2.50,2.86,"4,240,530"
46,2.84,2018. 02. 03.,2.97,2.41,2.60,"6,101,430"
47,2.60,2018. 02. 02.,2.72,2.20,2.69,"6,815,050"
48,2.70,2018. 02. 01.,3.14,2.59,2.99,"7,004,030"
49,2.95,2018. 01. 31.,2.95,2.33,2.44,"4,352,570"
50,2.46,2018. 01. 30.,3.05,2.45,3.04,"5,563,420"
51,3.03,2018. 01. 29.,3.38,2.80,3.23,"5,425,230"
52,3.21,2018. 01. 28.,3.52,2.87,2.87,"11,368,100"
53,2.86,2018. 01. 27.,2.98,2.43,2.44,"6,201,390"
54,2.44,2018. 01. 26.,2.56,2.06,2.16,"6,051,310"
55,2.17,2018. 01. 25.,2.19,1.85,1.85,"3,965,590"
56,1.84,2018. 01. 24.,1.84,1.50,1.53,"2,482,720"
57,1.53,2018. 01. 23.,1.57,1.41,1.49,"2,509,220"
58,1.49,2018. 01. 22.,1.68,1.43,1.51,"2,368,590"
59,1.49,2018. 01. 21.,1.80,1.48,1.80,"1,675,180"
60,1.80,2018. 01. 20.,1.85,1.54,1.54,"2,220,340"
61,1.53,2018. 01. 19.,1.59,1.41,1.51,"3,265,330"
62,1.52,2018. 01. 18.,1.63,1.42,1.57,"2,156,320"
63,1.55,2018. 01. 17.,1.56,1.22,1.45,"2,535,970"
64,1.46,2018. 01. 16.,1.96,1.34,1.96,"3,547,600"
65,1.97,2018. 01. 15.,2.14,1.89,2.13,"2,900,980"
66,2.13,2018. 01. 14.,2.36,1.93,2.36,"2,711,380"
67,2.31,2018. 01. 13.,2.32,2.19,2.22,"3,114,980"
68,2.22,2018. 01. 12.,2.33,2.04,2.07,"2,801,560"
69,2.06,2018. 01. 11.,2.36,2.04,2.28,"3,467,050"
70,2.27,2018. 01. 10.,2.48,2.14,2.48,"3,117,280"
71,2.48,2018. 01. 09.,2.62,2.32,2.44,"3,778,640"
72,2.44,2018. 01. 08.,2.77,2.06,2.66,"5,645,830"
73,2.67,2018. 01. 07.,2.89,2.45,2.45,"6,197,720"
74,2.47,2018. 01. 06.,2.51,2.04,2.12,"4,581,780"
75,2.13,2018. 01. 05.,2.39,1.80,1.80,"5,526,110"
76,1.81,2018. 01. 04.,1.89,1.51,1.53,"3,454,190"
77,1.53,2018. 01. 03.,1.53,1.37,1.38,"2,798,770"
78,1.38,2018. 01. 02.,1.43,1.30,1.30,"2,867,610"
