,close,date,high,low,open,volume
0,2.84,2018. 03. 21.,2.97,2.61,2.63,"9,371,800"
1,2.62,2018. 03. 20.,2.70,2.32,2.45,"8,383,630"
2,2.42,2018. 03. 19.,2.49,2.15,2.36,"5,386,120"
3,2.37,2018. 03. 18.,2.37,1.98,2.35,"5,696,140"
4,2.35,2018. 03. 17.,2.68,2.30,2.67,"4,504,650"
5,2.68,2018. 03. 16.,2.83,2.58,2.71,"5,155,340"
6,2.72,2018. 03. 15.,2.82,2.54,2.82,"5,289,680"
7,2.82,2018. 03. 14.,3.40,2.68,3.09,"6,132,140"
8,3.09,2018. 03. 13.,3.19,2.40,3.03,"3,421,610"
9,3.06,2018. 03. 12.,3.30,2.96,3.18,"7,842,240"
10,3.19,2018. 03. 11.,3.30,2.77,2.92,"2,810,430"
11,2.92,2018. 03. 10.,3.45,2.90,3.20,"3,262,550"
12,3.19,2018. 03. 09.,3.21,2.70,3.09,"3,543,590"
13,3.10,2018. 03. 08.,3.48,2.99,3.39,"4,568,460"
14,3.37,2018. 03. 07.,3.94,3.05,3.89,"5,285,930"
15,3.90,2018. 03. 06.,4.23,3.83,4.23,"3,713,720"
16,4.23,2018. 03. 05.,4.39,4.21,4.33,"3,801,760"
17,4.31,2018. 03. 04.,4.48,4.10,4.44,"4,492,660"
18,4.44,2018. 03. 03.,4.67,4.34,4.47,"5,905,070"
19,4.52,2018. 03. 02.,4.59,4.06,4.08,"13,586,300"
20,4.08,2018. 03. 01.,4.23,3.71,3.91,"7,067,680"
21,3.90,2018. 02. 28.,4.30,3.89,4.16,"5,546,170"
22,4.16,2018. 02. 27.,4.43,3.97,4.15,"4,722,260"
23,4.11,2018. 02. 26.,4.36,3.99,4.21,"4,549,720"
24,4.19,2018. 02. 25.,4.65,4.00,4.50,"8,091,020"
25,4.51,2018. 02. 24.,4.79,4.11,4.23,"15,467,300"
26,4.22,2018. 02. 23.,4.22,3.76,3.91,"4,390,580"
27,3.91,2018. 02. 22.,4.33,3.69,3.95,"3,609,040"
28,3.95,2018. 02. 21.,4.46,3.88,4.33,"4,594,930"
