,close,date,high,low,open,volume
0,0.143532,2018. 03. 21.,0.152210,0.141396,0.148287,"2,145,130"
1,0.148169,2018. 03. 20.,0.152624,0.132617,0.137619,"2,727,070"
2,0.136624,2018. 03. 19.,0.136624,0.123735,0.126147,"2,373,760"
3,0.126069,2018. 03. 18.,0.127676,0.110102,0.125844,"2,343,110"
4,0.126197,2018. 03. 17.,0.134550,0.123683,0.134218,"1,733,040"
5,0.134394,2018. 03. 16.,0.139645,0.131055,0.136494,"2,038,830"
6,0.136578,2018. 03. 15.,0.139413,0.125586,0.137374,"2,713,740"
7,0.137336,2018. 03. 14.,0.165705,0.135068,0.154087,"5,088,980"
8,0.154294,2018. 03. 13.,0.157676,0.147874,0.155829,"2,390,770"
9,0.156616,2018. 03. 12.,0.166638,0.151689,0.164166,"2,155,070"
10,0.164678,2018. 03. 11.,0.170013,0.148455,0.154132,"2,011,500"
11,0.154180,2018. 03. 10.,0.166545,0.152341,0.162101,"2,332,510"
12,0.162465,2018. 03. 09.,0.171638,0.147512,0.170139,"4,420,440"
13,0.170869,2018. 03. 08.,0.188586,0.168235,0.177420,"5,920,550"
14,0.178277,2018. 03. 07.,0.271781,0.167550,0.181979,"21,469,500"
15,0.181949,2018. 03. 06.,0.194125,0.179620,0.194125,"2,841,240"
16,0.194073,2018. 03. 05.,0.200906,0.194073,0.200906,"3,144,750"
17,0.200503,2018. 03. 04.,0.200503,0.189894,0.196608,"2,677,280"
18,0.197287,2018. 03. 03.,0.201172,0.194461,0.198317,"2,778,300"
19,0.198653,2018. 03. 02.,0.204930,0.192285,0.202318,"4,112,730"
20,0.203014,2018. 03. 01.,0.206685,0.186997,0.188443,"4,710,680"
21,0.189062,2018. 02. 28.,0.214649,0.188393,0.211166,"3,499,800"
22,0.210379,2018. 02. 27.,0.217430,0.208379,0.211515,"3,542,740"
23,0.211454,2018. 02. 26.,0.216446,0.202409,0.210095,"3,157,290"
24,0.210489,2018. 02. 25.,0.214444,0.202580,0.203944,"5,056,980"
25,0.203329,2018. 02. 24.,0.219563,0.199376,0.211927,"4,702,280"
26,0.212067,2018. 02. 23.,0.224427,0.197179,0.204499,"5,629,210"
27,0.204858,2018. 02. 22.,0.231838,0.199172,0.222587,"5,363,360"
28,0.222739,2018. 02. 21.,0.240303,0.212737,0.239028,"8,211,720"
29,0.239565,2018. 02. 20.,0.270678,0.238015,0.266816,"9,986,260"
30,0.266505,2018. 02. 19.,0.270362,0.243413,0.244912,"9,528,410"
31,0.245693,2018. 02. 18.,0.274036,0.240529,0.267692,"9,191,960"
32,0.267592,2018. 02. 17.,0.281475,0.249079,0.251525,"15,430,700"
33,0.251668,2018. 02. 16.,0.257039,0.229396,0.257039,"14,773,300"
