,codeA,codeB,prcCor,rtnCor,volCor,sum
792,ETC,ETH,0.9757779463098291,0.4780118382402672,0.337861325317401,1.7916511098674972
802,ETC,LTC,0.9572178698649323,0.4306039547821121,0.23922471073333745,1.6270465353803818
1572,STR,XRP,0.9412424310860039,0.2985546164778394,0.382240164293719,1.6220372118575623
842,ETH,LTC,0.9658028580876806,0.4587898572351102,0.17893090318336874,1.6035236185061597
691,DGB,SC,0.984195474007713,0.14498045366349646,0.4709303890088745,1.600106316680084
1640,XEM,XRP,0.9762796011378247,0.2675951109537799,0.3410807353609619,1.5849554474525667
872,ETH,ZEC,0.9747000968241918,0.3987283018254526,0.1982773692396381,1.5717057678892825
577,DASH,ETH,0.9675697135998584,0.3834778925001491,0.21719500923984422,1.5682426153398517
832,ETC,ZEC,0.9799239559447133,0.37514753269978357,0.1837203987709581,1.538791887415455
870,ETH,XRP,0.9653483628852567,0.3479281070044357,0.22311092009404937,1.5363873899837417
694,DGB,STRAT,0.9800350310259457,0.16817274902556495,0.387188442201603,1.5353962222531137
1215,LTC,XRP,0.96617054855937,0.3194940068194159,0.24727347462577576,1.5329380300045616
868,ETH,XMR,0.930415496343176,0.43267645530959975,0.16138654002448646,1.5244784916772622
827,ETC,XEM,0.9678509015076718,0.332751518499244,0.21580448704709682,1.5164069070540127
830,ETC,XRP,0.9603140611994737,0.29895015812073866,0.2390945067921644,1.4983587261123767
867,ETH,XEM,0.9790673096078183,0.34776910949988954,0.1693957162579072,1.496232135365615
613,DASH,XMR,0.950386346749033,0.3826837347978799,0.160913137595692,1.493983219142605
88,ARDR,NXT,0.9640549009434143,0.24656422080235627,0.27159415846491913,1.4822132802106895
860,ETH,STRAT,0.9651104139174307,0.3084880513438114,0.20556062339043837,1.4791590886516806
834,ETH,FCT,0.9636246995140622,0.3410045116095408,0.1734155176591472,1.47804472878275
794,ETC,FCT,0.9720142613966877,0.33510346951452535,0.1670748313095251,1.4741925622207381
1307,NMC,PPC,0.9884717166949049,0.2194359523741461,0.2605973666695316,1.4685050357385825
1212,LTC,XEM,0.9589587266548322,0.3404198091638553,0.16225077712958955,1.4616293129482771
1213,LTC,XMR,0.9598128576971385,0.4232767234109249,0.07607257700729787,1.4591621581153613
821,ETC,SYS,0.9705813611082859,0.2902406511080284,0.19290967670101536,1.4537316889173297
828,ETC,XMR,0.8933935548372868,0.4075445218419716,0.1433590470401212,1.4442971237193796
370,BTCD,XBC,0.8273820134510117,0.14518830324200735,0.47163604775988044,1.4442063644528995
854,ETH,REP,0.9540705279027268,0.3309457081678,0.1582914066473329,1.4433076427178597
820,ETC,STRAT,0.9793818155177482,0.2988792375188495,0.16475095439699744,1.443012007433595
436,BTS,ETH,0.9524881478743773,0.3371544988628277,0.15327923061568577,1.442921877352891
1535,SC,STRAT,0.9633624265608131,0.17236492354888847,0.3032118638376555,1.4389392139473571
935,FCT,STEEM,0.9685950589333978,0.2311242400100127,0.23185494375158539,1.4315742426949958
452,BTS,NXT,0.9684332834560978,0.23165378131558034,0.2302791842642405,1.4303662490359186
848,ETH,NXT,0.9381031752826993,0.31140234193974714,0.17554844472969033,1.4250539619521367
1204,LTC,STR,0.9346978199572821,0.30177084111159225,0.18799156934660438,1.4244602304154785
919,FCT,LTC,0.9482053027479255,0.3336605489645361,0.1375318511312845,1.4193977028437461
801,ETC,LSK,0.9410669443987845,0.3096340357366346,0.16526389999828153,1.4159648801337008
435,BTS,ETC,0.9742999035192876,0.3183252453316575,0.12203568857345337,1.4146608374243983
841,ETH,LSK,0.9661810496697575,0.3312173088049761,0.1168049637649739,1.4142033222397075
1217,LTC,ZEC,0.9511788389515186,0.3712446086507534,0.09032064317584357,1.4127440907781157
72,ARDR,ETH,0.9491516680380909,0.31344083742210777,0.14793865073441134,1.4105311561946101
277,BLK,BTS,0.977804952356704,0.20165400062818323,0.22624299281335816,1.4057019457982454
858,ETH,STEEM,0.9474997597247306,0.3024902207797764,0.15501902657686073,1.4050090070813677
920,FCT,MAID,0.937034452430539,0.2878920203411073,0.18006878033530396,1.4049952531069503
617,DASH,ZEC,0.9322073520675348,0.3308694960524295,0.14008189878967503,1.4031587469096394
576,DASH,ETC,0.9265858149092775,0.36606330531412284,0.10951235598946107,1.4021614762128614
1569,STR,XEM,0.8995320569395543,0.24928495222011765,0.25211089835069556,1.4009279075103676
1559,STEEM,XRP,0.9681542021359828,0.19934583622108837,0.23168294423686048,1.3991829825939317
818,ETC,STEEM,0.9551938593167681,0.2859798275780628,0.15761432178269336,1.3987880086775242
808,ETC,NXT,0.9555773487084079,0.3072010181371869,0.13486315703585994,1.3976415238814548
464,BTS,STRAT,0.9756663817456918,0.2352401185306144,0.18502625309066284,1.395932753366969
814,ETC,REP,0.9377714641827739,0.2977793847536549,0.16006381503989908,1.3956146639763278
587,DASH,LTC,0.9479382768136221,0.372507889194924,0.06841455115217242,1.3888607171607183
861,ETH,SYS,0.9798843370444938,0.2932236225071901,0.11532962278212802,1.388437582333812
1646,XMR,ZEC,0.9128397408280822,0.3721473485518568,0.10083457672566909,1.3858216661056082
71,ARDR,ETC,0.9408494807633089,0.30278893608367496,0.1386807591419922,1.3823191759889761
82,ARDR,LTC,0.9624837260917876,0.3098263414546821,0.10860507684460695,1.3809151443910765
1556,STEEM,XEM,0.9513852835178139,0.2329792492060091,0.19119664049320628,1.3755611732170294
797,ETC,GAME,0.9477356807641675,0.28892134950435294,0.13606803887062385,1.3727250691391444
1203,LTC,STEEM,0.9397555131402007,0.2868998459940783,0.14464943658463367,1.3713047957189126
432,BTS,DGB,0.9796971035633926,0.17499907230665923,0.2151311550784677,1.3698273309485196
949,FCT,ZEC,0.9758833577581799,0.2956456616002855,0.09751249480111038,1.3690415141595758
124,BCN,DOGE,0.9684335687765794,0.02158080242111483,0.378755528251359,1.3687698994490531
462,BTS,STEEM,0.9728866512258413,0.22518934634453866,0.16713711775097065,1.3652131153213505
1206,LTC,SYS,0.9807468508580842,0.2915654738225966,0.09112932908393931,1.3634416537646201
857,ETH,SC,0.9520535797035204,0.2369330621741351,0.17366353842394305,1.3626501803015987
734,DOGE,SC,0.9804416706082718,0.06716627641186858,0.3137919898900483,1.3613999369101888
1183,LSK,XMR,0.9739338451800496,0.2944888813692987,0.09087903608342318,1.3593017626327715
1642,XEM,ZEC,0.9596335444795397,0.2895668612129503,0.10694985809788857,1.3561502637903784
817,ETC,SC,0.9634420577113962,0.22502998131698446,0.16740694677209883,1.3558789858004796
1548,STEEM,STR,0.9373940033130713,0.1986098459549066,0.2187763540080937,1.3547802032760714
937,FCT,STRAT,0.9734719605935304,0.24329714971648397,0.13241160540976243,1.3491807157197766
488,BURST,FLO,0.9523951619521416,0.14970156222258416,0.24696920208356532,1.349065926258291
938,FCT,SYS,0.9682290159088054,0.24067940486268627,0.13917530969572187,1.3480837304672135
1199,LTC,REP,0.9364683363885022,0.2972893292832548,0.11080870989360811,1.3445663755653652
1561,STEEM,ZEC,0.9615701012030212,0.2522975392448278,0.13043147142329495,1.344299111871144
918,FCT,LSK,0.9454847223804779,0.24889383864650172,0.14984451843422805,1.3442230794612076
1205,LTC,STRAT,0.9340990460480206,0.3065146218631479,0.10223497953968617,1.3428486474508547
1499,REP,ZEC,0.9448710402997841,0.25784824183841343,0.13959746829656888,1.3423167504347664
1593,SYS,XMR,0.9492540546761151,0.28121382400951517,0.11153020019315214,1.3419980788787824
843,ETH,MAID,0.8934001208546333,0.34820841803422703,0.09999685920081794,1.3416053980896783
445,BTS,LSK,0.9183046360174305,0.23209482477633123,0.1896536895095567,1.3400531503033184
840,ETH,LBC,0.9267066007989996,0.2504177436897121,0.15918975928774096,1.3363141037764525
541,CLAM,LTC,0.9092582650738733,0.2723546247040613,0.15354175960645491,1.3351546493843895
