,codeA,codeB,prcCor,rtnCor,volCor,sum
918,FCT,LSK,0.9457773480262217,0.6301345246860638,0.49945037314512253,2.0753622458574084
80,ARDR,LBC,0.898399489050888,0.4950128463547413,0.6645772210036702,2.057989556409299
1042,GAME,SC,0.9486219173660725,0.5218958884279623,0.5800022154519054,2.0505200212459402
1232,MAID,STEEM,0.8763892965561562,0.5457950416959174,0.6275496134593542,2.0497339517114277
832,ETC,ZEC,0.9799480212590987,0.5442936070671758,0.5167344747107581,2.040976103037033
671,DGB,GAME,0.9656090571964105,0.5425698265789173,0.532440241766551,2.0406191255418786
1499,REP,ZEC,0.9443322366950532,0.5530359938568445,0.5382059380087096,2.0355741685606077
854,ETH,REP,0.9531025830108389,0.5774030554559219,0.5041949655134463,2.034700603980207
814,ETC,REP,0.9365952857872565,0.5360424884236046,0.5617229251514353,2.0343606993622965
123,BCN,DGB,0.9887314875435078,0.48950310776198186,0.5515392784320953,2.029773873737585
1447,PPC,SC,0.9452271912238042,0.43622891390235735,0.6436792812563408,2.0251353863825026
452,BTS,NXT,0.9675118008212004,0.5255943536489659,0.5290740738673524,2.0221802283375188
101,ARDR,SYS,0.9703621762771784,0.5777388553837411,0.4733691747978733,2.021470206458793
954,FLDC,LBC,0.9712475627399563,0.45916289068022376,0.589590938902605,2.020001392322785
1146,LBC,VIA,0.935985205483245,0.5128767521771574,0.5623128587555888,2.0111748164159913
542,CLAM,MAID,0.9417794449391973,0.5586103325498919,0.5100584674112917,2.010448244900381
976,FLDC,VIA,0.9618066546257455,0.42558407812626464,0.6204473499642754,2.0078380827162854
971,FLDC,SC,0.9856857180808319,0.5368219557730679,0.4810543899196207,2.0035620637735203
613,DASH,XMR,0.9509064778934064,0.6209602668002719,0.4315375665178356,2.003404311211514
558,CLAM,STR,0.8145838786954982,0.48572250242536635,0.6980187283544542,1.998325109475319
749,DOGE,ZEC,0.9445846059874775,0.49109017900525576,0.5617292230867109,1.9974040080794442
1575,STRAT,SYS,0.9543190094661809,0.5349660722448629,0.4989731869595653,1.9882582686706092
1495,REP,XMR,0.9062767909636099,0.5923771472218877,0.4844131453015814,1.9830670834870792
106,ARDR,XCP,0.9638042245851965,0.4959304797265917,0.5220080431654193,1.9817427474772076
302,BLK,NXT,0.9606626408539437,0.5187201142724561,0.5021753661092283,1.9815581212356281
663,DGB,DOGE,0.9555202905331154,0.5102977836056803,0.5119307228077055,1.977748796946501
802,ETC,LTC,0.9564164179052534,0.5664338111920435,0.45115605748890997,1.974006286586207
673,DGB,HUC,0.9438965765617776,0.42606445881997873,0.6030222005884127,1.9729832359701691
445,BTS,LSK,0.9175283612284469,0.4909308429818062,0.561188345843697,1.9696475500539503
738,DOGE,SYS,0.9477100459731237,0.5048053725087146,0.5170051684725729,1.9695205869544112
1176,LSK,SYS,0.9789786412472347,0.5454178117967823,0.43355124028818953,1.9579476933322064
695,DGB,SYS,0.9585347969041247,0.46866424463984613,0.5286092284638698,1.9558082700078407
801,ETC,LSK,0.9407095622292216,0.6100905732332135,0.40478332025596336,1.9555834557183986
17,AMP,EXP,0.939065751761972,0.5540165693783357,0.45863619363683,1.9517185147771376
1451,PPC,SYS,0.9319283366148445,0.4573928576427181,0.5618114137249655,1.9511326079825282
1240,MAID,XCP,0.9141512005331269,0.5616867436377775,0.4749764811407898,1.9508144253116941
97,ARDR,SC,0.9386501980327417,0.5672114415432709,0.44352169267502295,1.9493833322510354
1141,LBC,SC,0.967176655931411,0.5302075866888649,0.4510456380395486,1.9484298806598246
1548,STEEM,STR,0.9372081369408578,0.4637275785722695,0.544606266976247,1.9455419824893743
875,EXP,FLO,0.975172537609359,0.5045553960829919,0.4542531737180641,1.9339811074104152
931,FCT,REP,0.9482611275474347,0.6046476577941061,0.38100772527226034,1.9339165106138012
557,CLAM,STEEM,0.9089803135169798,0.5131572163767621,0.5106382750924202,1.932775804986162
1045,GAME,STRAT,0.9740623164899292,0.5428812983539195,0.4148368793070285,1.9317804941508772
937,FCT,STRAT,0.9728147582994694,0.5883119003611277,0.37052590493377163,1.9316525635943687
18,AMP,FCT,0.9400286201118663,0.5648587011574677,0.42659244171658,1.931479762985914
1591,SYS,XCP,0.9503788901220894,0.5162418044655056,0.4636303396206523,1.9302510342082473
577,DASH,ETH,0.9667124508843635,0.511107719579727,0.45072145959155685,1.9285416300556473
1550,STEEM,SYS,0.9581935599432193,0.5141792621829856,0.4551093517338658,1.9274821738600707
794,ETC,FCT,0.9714842244859754,0.5941250138458505,0.36121150126235696,1.9268207395941828
60,ARDR,BLK,0.943053631587435,0.5953329749080727,0.38683773953636763,1.9252243460318752
1037,GAME,PPC,0.9157555878462299,0.4327618307735357,0.5744348334235755,1.9229522520433413
1109,HUC,SC,0.9621795999774441,0.48516606962967906,0.47544143753971957,1.9227871071468428
1235,MAID,SYS,0.8984657017266284,0.5937380283525294,0.42940202825977525,1.9216057583389332
735,DOGE,STEEM,0.9684767339784769,0.5203145276428225,0.4314547765963271,1.9202460382176263
934,FCT,SC,0.9736935545363757,0.5585788452809151,0.3872048399666062,1.9194772397838968
860,ETH,STRAT,0.9649414830601241,0.4938410269945336,0.46052362665301866,1.9193061367076762
1556,STEEM,XEM,0.9518772189348909,0.47386336957528846,0.4932313120218997,1.918971900532079
27,AMP,MAID,0.8751684145627451,0.6257742964508617,0.41516112179927683,1.9161038328128837
834,ETH,FCT,0.9632902908841611,0.5827571516695441,0.3662545829424069,1.912302025496112
432,BTS,DGB,0.9794465093608592,0.495993978186733,0.43459982018441984,1.910040307732012
1158,LSK,MAID,0.8636724554824474,0.62629513971345,0.4196106360901504,1.9095782312860479
1046,GAME,SYS,0.9167296066763612,0.5448051463319663,0.447421794007461,1.9089565470157885
485,BURST,EXP,0.9525921282168572,0.509469178275795,0.4449274267297208,1.906988733222373
487,BURST,FLDC,0.9770709806114909,0.4829540689244293,0.4430922137736311,1.9031172633095512
1640,XEM,XRP,0.9756303332491997,0.29708208504234507,0.6280555869333873,1.900768005224932
1329,NXC,OMNI,0.9103484921842693,0.43296992668382367,0.5569228056643017,1.9002412245323947
462,BTS,STEEM,0.9727188181887213,0.5939110667503683,0.33313766147342605,1.8997675464125157
736,DOGE,STR,0.9523099729182937,0.5467957941732571,0.3993892296136837,1.8984949967052347
917,FCT,LBC,0.9652608417741009,0.5080370097083197,0.4238306300913716,1.8971284815737923
1322,NMC,XEM,0.9479554683826531,0.4550998875486274,0.49368369707643034,1.8967390530077108
1541,SC,XCP,0.9428704912065092,0.5106137032614998,0.44219787329110694,1.895682067759116
744,DOGE,XEM,0.9443104016667497,0.4187578245796562,0.5317797992872787,1.8948480255336846
2,AMP,BCY,0.9063243108693824,0.527538866795243,0.46042166592157413,1.8942848435861994
729,DOGE,PPC,0.9588205830179823,0.5139145535622255,0.42112268034649997,1.8938578169267077
949,FCT,ZEC,0.9763195436623162,0.5799914181822716,0.3356160341057081,1.891926995950296
1226,MAID,PPC,0.8986242680818666,0.5593332002112347,0.4325494020692036,1.8905068703623047
1533,SC,STEEM,0.9847082867663178,0.4771061866666527,0.42831099378222054,1.890125467215191
1173,LSK,STEEM,0.9372742130486715,0.4764856265823923,0.47519963072949967,1.8889594703605634
747,DOGE,XRP,0.9672971623071176,0.4655592784389319,0.45432391388398524,1.8871803546300348
